ASN,Location_bias,Network_size_bias,Topology_bias,IXP_related_bias,Network_type_bias,RIR_region,Customer_cone_num_ASNs,Customer_cone_num_prefixes,Location_country,num_neighbors_total,Scope_PeeringDB,Network_type_PeeringDB,Peering_policy_PeeringDB,IXPs_PeeringDB,num_facilities_PeeringDB,is_in_peeringDB,nb_atlas_probes_v4,nb_atlas_probes_v6,is_routeviews_peer,Improvement_proximity,kind
1,-0.2,-0.07,-0.2,0.0,-0.02,ARIN,2.0,172.0,US,15.0,,,,,,0.0,,,,42.0,RIS
2,-0.2,-0.01,-0.03,0.0,-0.02,ARIN,3.0,30.0,US,17.0,,,,,,0.0,,,,50.0,RIS
3,-0.2,-0.06,-0.03,0.01,-0.05,ARIN,1.0,134.0,US,26.0,North America,Educational/Research,Restrictive,0.0,2.0,1.0,2.0,1.0,,169.0,RIS
4,-0.2,0.0,-0.21,-0.29,-0.73,ARIN,3.0,303.0,US,12.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,2.0,,,81.0,RIS
5,-0.2,-0.17,-0.21,0.0,-0.02,ARIN,2.0,8.0,US,11.0,,,,,,0.0,,,,38.0,RIS
6,-0.2,-0.07,-0.21,-0.29,-0.73,ARIN,2.0,34.0,US,9.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,64.0,RIS
7,0.11,-0.07,-0.61,0.0,-0.02,RIPE,1.0,17.0,EU,2.0,,,,,,0.0,,,,38.0,RIS
8,-0.2,-0.11,-0.22,-0.29,-0.73,ARIN,2.0,12.0,US,7.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,18.0,RIS
9,-0.2,-0.11,-0.21,-0.29,-0.73,ARIN,1.0,8.0,US,10.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,14.0,RIS
10,-0.2,-0.22,-0.49,0.0,-0.02,ARIN,2.0,1.0,US,3.0,,,,,,0.0,,,,1.0,RIS
12,-0.2,-0.01,-0.21,0.0,-0.02,ARIN,3.0,16.0,US,10.0,,,,,,0.0,,,,16.0,RIS
14,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,1.0,11.0,US,3.0,,,,,,0.0,,,,11.0,RIS
16,-0.2,-0.16,-0.39,0.0,-0.02,ARIN,1.0,2.0,US,3.0,,,,,,0.0,1.0,,,7.0,RIS
17,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,21.0,US,2.0,,,,,,0.0,,,,42.0,RIS
18,-0.2,-0.11,-0.49,0.0,-0.02,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,,15.0,RIS
19,-0.2,-0.11,-0.39,-0.29,-0.73,ARIN,1.0,13.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,16.0,RIS
20,-0.2,-0.16,-0.39,-0.29,-0.73,ARIN,1.0,3.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,3.0,RIS
21,-0.2,-0.17,-0.21,0.0,-0.02,ARIN,1.0,12.0,US,7.0,,,,,,0.0,,,,23.0,RIS
24,-0.2,-0.11,-0.16,0.0,-0.02,ARIN,2.0,4.0,US,8.0,,,,,,0.0,,,,4.0,RIS
26,-0.2,-0.11,-0.39,-0.19,-0.25,ARIN,1.0,6.0,US,4.0,Regional,Educational/Research,Open,0.0,2.0,1.0,,,,6.0,RIS
27,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,7.0,US,2.0,,,,,,0.0,1.0,,,14.0,RIS
29,-0.2,-0.11,-0.22,0.0,-0.02,ARIN,1.0,5.0,US,6.0,,,,,,0.0,,,,9.0,RIS
31,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,,16.0,RIS
32,-0.2,-0.16,-0.61,0.0,-0.02,ARIN,1.0,3.0,US,2.0,,,,,,0.0,1.0,1.0,,6.0,RIS
33,-0.2,-0.01,-0.39,-0.29,-0.73,ARIN,3.0,38.0,US,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,12.0,RIS
34,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,2.0,4.0,US,5.0,,,,,,0.0,,,,3.0,RIS
35,-0.2,-0.07,-0.39,-0.21,-0.73,ARIN,2.0,16.0,US,3.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,32.0,RIS
38,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,12.0,US,2.0,,,,,,0.0,,,,8.0,RIS
46,-0.2,-0.07,-0.22,0.12,-0.03,ARIN,2.0,20.0,US,8.0,Regional,Educational/Research,Selective,4.0,2.0,1.0,,,,18.0,RIS
47,-0.2,-0.07,-0.22,0.0,-0.02,ARIN,1.0,18.0,US,6.0,,,,,,0.0,,,,37.0,RIS
49,-0.2,-0.07,-0.61,-0.29,-0.73,ARIN,1.0,16.0,US,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,58.0,RIS
50,-0.2,-0.11,-0.61,-0.29,-0.73,ARIN,1.0,10.0,US,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,20.0,RIS
52,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,11.0,US,2.0,,,,,,0.0,1.0,,,22.0,RIS
55,-0.2,-0.11,-0.23,-0.09,-0.28,ARIN,2.0,7.0,US,6.0,North America,Educational/Research,Selective,0.0,1.0,1.0,1.0,1.0,,7.0,RIS
57,-0.2,0.07,0.03,-0.18,-0.02,ARIN,23.0,350.0,US,31.0,Regional,Educational/Research,Open,1.0,5.0,1.0,,1.0,,76.0,RIS
59,-0.2,-0.11,-0.22,-0.18,0.02,ARIN,1.0,9.0,US,4.0,Regional,Educational/Research,Open,1.0,4.0,1.0,1.0,,,16.0,RIS
62,-0.2,0.09,0.03,-0.04,-0.05,ARIN,112.0,1589.0,US,121.0,North America,NSP,Open,5.0,10.0,1.0,,,,696.0,RIS
63,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,1.0,5.0,US,3.0,,,,,,0.0,,,,10.0,RIS
65,-0.2,-0.3,-0.61,0.0,-0.02,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,,4.0,RIS
70,-0.2,-0.06,-0.39,-0.29,-0.73,ARIN,2.0,64.0,US,5.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,222.0,RIS
71,-0.2,0.07,-0.17,-0.29,-0.73,ARIN,7.0,152.0,US,7.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,118.0,RIS
72,-0.2,-0.06,-0.2,0.02,-0.25,ARIN,1.0,110.0,US,23.0,Global,Enterprise,Selective,3.0,0.0,1.0,,,,125.0,RIS
74,-0.22,-0.11,-0.61,0.0,-0.02,ARIN,1.0,4.0,CA,2.0,,,,,,0.0,,,,8.0,RIS
77,-0.2,-0.16,-0.39,0.0,-0.02,ARIN,1.0,3.0,US,4.0,,,,,,0.0,,,,5.0,RIS
81,-0.2,0.08,-0.14,-0.29,-0.01,ARIN,34.0,246.0,US,39.0,Regional,Educational/Research,Open,0.0,0.0,1.0,,,,237.0,RIS
85,-0.2,-0.07,-0.49,0.0,-0.02,ARIN,1.0,17.0,US,3.0,,,,,,0.0,,,,34.0,RIS
88,-0.2,-0.11,-0.39,-0.21,-0.73,ARIN,1.0,10.0,US,3.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,20.0,RIS
91,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,1.0,7.0,US,3.0,,,,,,0.0,,,,7.0,RIS
92,-0.2,-0.11,-0.39,0.0,-0.02,ARIN,1.0,4.0,US,4.0,,,,,,0.0,,,,4.0,RIS
97,-0.2,-0.3,-0.39,0.0,-0.02,ARIN,1.0,2.0,US,4.0,,,,,,0.0,,,,2.0,RIS
98,-0.2,-0.16,-0.49,0.0,-0.02,ARIN,1.0,1.0,US,3.0,,,,,,0.0,,,,1.0,RIS
100,-0.2,-0.22,-0.21,-0.29,-0.73,ARIN,1.0,3.0,US,9.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,25.0,RIS
101,-0.2,0.08,0.04,-0.07,-0.04,ARIN,43.0,327.0,US,54.0,Regional,Educational/Research,Open,4.0,3.0,1.0,,,1.0,153.0,RIS
103,-0.2,-0.07,-0.05,-0.29,-0.73,ARIN,1.0,22.0,US,8.0,Not Disclosed,Not Disclosed,Open,0.0,1.0,1.0,,,,22.0,RIS
104,-0.2,-0.07,-0.61,-0.29,-0.73,ARIN,1.0,23.0,US,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,1.0,,,46.0,RIS
109,-0.2,-0.06,-0.03,0.16,-0.01,ARIN,1.0,86.0,US,24.0,Global,Enterprise,Selective,9.0,18.0,1.0,,,,108.0,RIS
111,-0.2,-0.07,-0.23,0.01,-0.05,ARIN,2.0,22.0,US,6.0,North America,Educational/Research,Restrictive,0.0,2.0,1.0,,1.0,,23.0,RIS
112,-0.2,-0.3,-0.01,-0.06,0.02,ARIN,1.0,2.0,US,101.0,Global,Non-Profit,Open,55.0,3.0,1.0,,,,,RIS
122,-0.2,-0.11,-0.06,-0.09,-0.36,ARIN,1.0,11.0,US,7.0,Regional,Enterprise,Selective,1.0,0.0,1.0,,,,11.0,RIS
125,-0.2,-0.09,-0.39,-0.29,-0.73,ARIN,1.0,25.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,53.0,RIS
127,-0.2,-0.07,-0.39,0.0,-0.02,ARIN,1.0,33.0,US,3.0,,,,,,0.0,,,,61.0,RIS
131,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,,10.0,RIS
137,0.11,0.07,0.03,-0.07,0.03,RIPE,19.0,205.0,IT,61.0,Europe,Educational/Research,Open,5.0,3.0,1.0,7.0,2.0,,120.0,RIS
149,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,40.0,RIS
156,-0.2,-0.07,-0.39,0.0,-0.02,ARIN,2.0,40.0,US,5.0,,,,,,0.0,,,,25.0,RIS
158,-0.2,-0.06,-0.39,0.0,-0.02,ARIN,1.0,91.0,US,4.0,,,,,,0.0,1.0,1.0,,93.0,RIS
159,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,,14.0,RIS
160,-0.2,-0.11,-0.06,-0.19,-0.06,ARIN,1.0,5.0,US,8.0,North America,Educational/Research,Open,0.0,2.0,1.0,,,,5.0,RIS
161,-0.2,-0.09,-0.49,0.0,-0.02,ARIN,2.0,19.0,US,4.0,,,,,,0.0,,,,16.0,RIS
166,-0.2,-0.11,-0.49,0.0,-0.02,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,,16.0,RIS
167,-0.2,-0.16,-0.61,0.0,-0.02,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,,30.0,RIS
173,-0.28,-0.11,-0.16,-0.29,-0.06,APNIC,2.0,7.0,JP,6.0,Regional,Educational/Research,Open,1.0,0.0,1.0,,,,7.0,RIS
186,-0.2,-0.16,-0.61,0.0,-0.02,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,2.0,RIS
188,-0.2,-0.07,-0.39,-0.29,-0.73,ARIN,1.0,32.0,US,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,32.0,RIS
195,-0.2,0.05,-0.17,0.0,-0.02,ARIN,6.0,45.0,US,9.0,,,,,,0.0,,1.0,,74.0,RIS
200,-0.2,-0.3,-0.39,-0.29,-0.73,ARIN,1.0,1.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,5.0,RIS
202,-0.2,0.08,-0.15,0.0,-0.02,ARIN,115.0,2680.0,US,106.0,,,,,,0.0,,,,655.0,RIS
203,-0.2,-0.06,-0.51,0.0,-0.02,ARIN,1.0,194.0,US,2.0,,,,,,0.0,,,,331.0,RIS
206,-0.2,-0.0,-0.22,0.0,-0.02,ARIN,3.0,67.0,US,7.0,,,,,,0.0,,,,45.0,RIS
209,-0.2,0.09,0.04,-0.29,-0.02,ARIN,1837.0,41660.0,US,1490.0,North America,NSP,No,0.0,0.0,1.0,34.0,5.0,1.0,20060.0,RIS
210,-0.2,0.0,0.02,-0.2,-0.03,ARIN,8.0,105.0,US,17.0,North America,Educational/Research,Open,2.0,0.0,1.0,1.0,1.0,,78.0,RIS
223,-0.2,-0.17,-0.49,0.0,-0.02,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,,9.0,RIS
224,0.11,0.05,-0.0,-0.07,-0.25,RIPE,6.0,24.0,NO,11.0,Regional,Educational/Research,Open,5.0,2.0,1.0,5.0,3.0,,21.0,RIS
225,-0.2,-0.07,-0.49,0.0,-0.02,ARIN,1.0,20.0,US,3.0,,,,,,0.0,,,,40.0,RIS
226,-0.2,0.07,0.03,-0.07,-0.03,ARIN,22.0,267.0,US,45.0,Regional,Educational/Research,Open,3.0,2.0,1.0,,,,190.0,RIS
237,-0.2,0.08,0.02,0.12,0.0,ARIN,39.0,247.0,US,45.0,Regional,Educational/Research,Selective,3.0,3.0,1.0,1.0,1.0,,195.0,RIS
243,-0.2,-0.06,-0.49,0.0,-0.02,ARIN,1.0,112.0,US,3.0,,,,,,0.0,,,,222.0,RIS
250,0.11,-0.17,-0.06,-0.04,-0.02,RIPE,1.0,4.0,EU,7.0,Europe,Non-Profit,Open,8.0,10.0,1.0,,,,4.0,RIS
257,-0.2,-0.17,-0.61,0.0,-0.02,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,,6.0,RIS
260,-0.2,0.0,-0.17,-0.29,0.01,ARIN,6.0,589.0,US,9.0,Global,NSP,No,0.0,0.0,1.0,,,,13.0,RIS
267,-0.2,-0.22,-0.49,-0.29,-0.36,ARIN,1.0,3.0,US,3.0,North America,Cable/DSL/ISP,Open,1.0,1.0,1.0,1.0,1.0,,4.0,RIS
270,-0.2,0.06,-0.17,0.0,-0.02,ARIN,7.0,145.0,US,7.0,,,,,,0.0,,,,290.0,RIS
271,-0.22,0.07,0.01,-0.29,0.0,ARIN,23.0,293.0,CA,30.0,North America,Educational/Research,Open,1.0,1.0,1.0,,,,95.0,RIS
276,-0.2,-0.19,-0.06,0.0,-0.02,ARIN,1.0,3.0,US,13.0,,,,,,0.0,,,,62.0,RIS
278,-0.68,-0.06,-0.21,-0.29,-0.73,LACNIC,1.0,144.0,MX,8.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,1.0,1.0,,274.0,RIS
286,0.11,0.07,0.04,0.17,0.06,RIPE,890.0,168798.0,NL,734.0,Global,NSP,Restrictive,13.0,43.0,1.0,,,,8655.0,RIS
288,0.11,-0.07,-0.39,0.0,-0.02,RIPE,1.0,100.0,DE,4.0,,,,,,0.0,,,,166.0,RIS
293,-0.2,0.08,0.04,0.15,-0.02,ARIN,36.0,256.0,US,287.0,North America,NSP,Selective,7.0,11.0,1.0,,,1.0,185.0,RIS
297,-0.2,0.07,0.01,0.02,-0.11,ARIN,13.0,201.0,US,18.0,North America,Educational/Research,Selective,0.0,5.0,1.0,,,,175.0,RIS
299,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,5.0,US,2.0,,,,,,0.0,1.0,,,10.0,RIS
300,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,34.0,US,2.0,,,,,,0.0,,,,136.0,RIS
302,-0.2,0.06,-0.17,-0.19,-0.11,ARIN,10.0,44.0,US,13.0,Regional,Educational/Research,Open,0.0,3.0,1.0,,,,26.0,RIS
306,-0.2,0.08,-0.15,0.0,-0.02,ARIN,54.0,1297.0,US,54.0,,,,,,0.0,,,,7349.0,RIS
310,-0.2,-0.01,-0.39,0.0,-0.02,ARIN,3.0,92.0,US,3.0,,,,,,0.0,,,,375.0,RIS
321,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,12.0,US,2.0,,,,,,0.0,,,,78.0,RIS
325,-0.2,-0.07,-0.51,0.0,-0.02,ARIN,2.0,29.0,US,2.0,,,,,,0.0,,,,196.0,RIS
329,-0.2,-0.11,-0.51,0.0,-0.02,ARIN,1.0,8.0,US,2.0,,,,,,0.0,,,,55.0,RIS
334,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,43.0,US,2.0,,,,,,0.0,,,,315.0,RIS
341,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,39.0,RIS
344,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,19.0,US,2.0,,,,,,0.0,,,,109.0,RIS
345,-0.2,-0.07,-0.39,0.0,-0.02,ARIN,1.0,27.0,US,4.0,,,,,,0.0,,,,186.0,RIS
348,-0.2,-0.11,-0.51,0.0,-0.02,ARIN,1.0,11.0,US,2.0,,,,,,0.0,,,,126.0,RIS
367,-0.2,0.01,-0.14,0.0,-0.02,ARIN,1.0,259.0,US,18.0,,,,,,0.0,,,,19831.0,RIS
376,-0.22,0.07,0.02,0.1,-0.02,ARIN,18.0,413.0,CA,35.0,Regional,Educational/Research,Selective,2.0,3.0,1.0,,,,275.0,RIS
378,-0.11,-0.07,-0.49,-0.29,-0.38,RIPE,2.0,31.0,IL,3.0,Not Disclosed,Educational/Research,Open,1.0,0.0,1.0,8.0,1.0,,30.0,RIS
383,-0.2,-0.07,-0.51,0.0,-0.02,ARIN,1.0,50.0,US,2.0,,,,,,0.0,,,,236.0,RIS
385,-0.2,-0.05,-0.51,0.0,-0.02,ARIN,2.0,1018.0,US,2.0,,,,,,0.0,,,,5055.0,RIS
510,-0.2,-0.3,-0.61,0.0,-0.02,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,,3.0,RIS
511,-0.2,-0.3,-0.61,0.0,-0.02,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,2.0,RIS
531,-0.2,-0.0,-0.51,0.0,-0.02,ARIN,1.0,146.0,US,2.0,,,,,,0.0,,,,1518.0,RIS
542,-0.22,-0.12,-0.61,0.0,-0.02,ARIN,1.0,12.0,CA,2.0,,,,,,0.0,,,,24.0,RIS
543,-0.2,-0.12,-0.39,-0.29,-0.73,ARIN,1.0,9.0,US,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,17.0,RIS
546,-0.2,-0.22,-0.51,0.0,-0.02,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,,6.0,RIS
547,-0.2,-0.3,-0.61,0.0,-0.02,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,,2.0,RIS
549,-0.22,0.07,0.03,-0.09,-0.12,ARIN,17.0,91.0,CA,30.0,North America,Educational/Research,Selective,1.0,1.0,1.0,,,,87.0,RIS
555,-0.2,-0.17,-0.23,0.0,-0.02,ARIN,2.0,7.0,US,6.0,,,,,,0.0,,,,9.0,RIS
557,-0.2,-0.01,-0.15,0.1,-0.38,ARIN,5.0,45.0,US,13.0,Not Disclosed,Educational/Research,Selective,2.0,2.0,1.0,1.0,,,42.0,RIS
567,-0.2,0.08,-0.27,0.0,-0.02,ARIN,18.0,227.0,US,9.0,,,,,,0.0,,,,65.0,RIS
572,-0.2,-0.17,-0.61,0.0,-0.02,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,18.0,RIS
575,-0.2,-0.06,-0.51,0.0,-0.02,ARIN,1.0,9.0,US,2.0,,,,,,0.0,,,,6145.0,RIS
577,-0.22,0.09,0.05,0.16,-0.02,ARIN,493.0,23059.0,CA,327.0,North America,NSP,Restrictive,5.0,4.0,1.0,28.0,,,2551.0,RIS
589,-0.2,-0.16,-0.39,0.0,-0.02,ARIN,1.0,3.0,US,4.0,,,,,,0.0,,,,6.0,RIS
600,-0.2,0.08,-0.15,-0.09,0.0,ARIN,59.0,427.0,US,60.0,Regional,Educational/Research,Selective,1.0,0.0,1.0,,,,310.0,RIS
603,-0.22,-0.03,-0.17,0.0,-0.02,ARIN,4.0,30.0,CA,6.0,,,,,,0.0,,,,45.0,RIS
609,-0.2,-0.17,-0.49,0.0,-0.02,ARIN,1.0,5.0,US,3.0,,,,,,0.0,,,,5.0,RIS
611,-0.22,-0.07,-0.39,0.0,-0.02,ARIN,1.0,44.0,CA,3.0,,,,,,0.0,,,,86.0,RIS
616,-0.2,-0.17,-0.61,-0.29,-0.73,ARIN,1.0,6.0,US,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,24.0,RIS
637,-0.2,-0.05,-0.39,0.0,-0.02,ARIN,1.0,316.0,US,5.0,,,,,,0.0,,,,1818.0,RIS
665,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,55.0,US,2.0,,,,,,0.0,,,,220.0,RIS
668,-0.2,0.08,0.03,-0.03,-0.05,ARIN,23.0,295.0,US,39.0,North America,Educational/Research,Open,10.0,14.0,1.0,,,,296.0,RIS
676,-0.52,-0.17,-0.39,0.0,-0.02,LACNIC,1.0,9.0,AR,3.0,,,,,,0.0,,,,15.0,RIS
681,-0.83,-0.11,-0.61,0.0,-0.02,APNIC,1.0,5.0,NZ,2.0,,,,,,0.0,1.0,1.0,,10.0,RIS
683,-0.2,-0.07,-0.61,0.0,-0.02,ARIN,1.0,42.0,US,2.0,,,,,,0.0,,,,54.0,RIS
693,-0.2,-0.11,-0.61,0.0,-0.02,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,,7.0,RIS
701,-0.2,0.09,0.04,0.15,0.08,ARIN,3678.0,132165.0,US,1411.0,Global,NSP,Restrictive,3.0,13.0,1.0,99.0,4.0,1.0,7628.0,RIS
702,-0.2,0.09,-0.06,0.17,0.02,ARIN,225.0,4208.0,US,240.0,Europe,NSP,Restrictive,19.0,7.0,1.0,1.0,1.0,,827.0,RIS
703,-0.2,0.08,0.04,0.15,-0.03,ARIN,102.0,2838.0,US,122.0,Asia Pacific,NSP,Selective,12.0,6.0,1.0,,,,432.0,RIS
706,-0.2,-0.06,-0.49,0.0,-0.02,ARIN,2.0,58.0,US,4.0,,,,,,0.0,,,,54.0,RIS
715,-0.2,-0.01,-0.23,0.0,-0.02,ARIN,3.0,33.0,US,6.0,,,,,,0.0,,,,37.0,RIS
719,0.1,0.08,-0.15,0.12,-0.24,RIPE,62.0,592.0,FI,55.0,Regional,NSP,Selective,4.0,3.0,1.0,25.0,5.0,,280.0,RIS
721,-0.2,0.09,-0.17,0.0,-0.02,ARIN,121.0,6979.0,US,7.0,,,,,,0.0,,,,24350.0,RIS
724,-0.2,-0.05,-0.51,0.0,-0.02,ARIN,2.0,827.0,US,2.0,,,,,,0.0,,,,51.0,RIS
745,-0.2,0.07,-0.17,0.0,-0.02,ARIN,9.0,518.0,US,9.0,,,,,,0.0,,,,3144.0,RIS
760,0.11,-0.05,-0.39,0.0,-0.02,RIPE,3.0,11.0,AT,3.0,,,,,,0.0,,,,7.0,RIS
773,-0.2,-0.17,-0.39,0.0,-0.02,ARIN,1.0,4.0,US,3.0,,,,,,0.0,,,,8.0,RIS
781,0.11,-0.05,-0.39,0.0,-0.02,RIPE,3.0,6.0,EU,3.0,,,,,,0.0,,,,3.0,RIS
784,-0.2,-0.16,-0.61,0.0,-0.02,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,1.0,RIS
786,0.11,0.08,0.04,-0.06,0.01,RIPE,37.0,477.0,GB,103.0,Regional,Educational/Research,Open,4.0,4.0,1.0,15.0,7.0,,313.0,RIS
792,-0.2,-0.07,-0.39,0.0,-0.02,ARIN,1.0,23.0,US,5.0,,,,,,0.0,,,,22.0,RIS
797,-0.2,-0.06,-0.51,0.0,-0.02,ARIN,2.0,69.0,US,2.0,,,,,,0.0,,,,64.0,RIS
803,-0.22,0.07,0.03,0.03,-0.06,ARIN,21.0,130.0,CA,52.0,Regional,Cable/DSL/ISP,Selective,6.0,0.0,1.0,2.0,,,139.0,RIS
806,-0.22,-0.09,-0.39,0.0,-0.02,ARIN,1.0,24.0,CA,4.0,,,,,,0.0,,,,73.0,RIS
812,-0.22,0.09,0.03,0.15,-0.01,ARIN,182.0,2679.0,CA,200.0,Regional,Cable/DSL/ISP,Selective,5.0,7.0,1.0,22.0,8.0,,1363.0,RIS
813,-0.2,-0.09,-0.61,0.0,-0.02,ARIN,1.0,22.0,US,2.0,,,,,,0.0,,,,66.0,RIS
818,-0.22,-0.11,-0.51,0.0,-0.02,ARIN,2.0,5.0,CA,2.0,,,,,,0.0,,,,4.0,RIS
819,-0.22,0.05,0.01,0.0,-0.04,ARIN,7.0,37.0,CA,16.0,Regional,Non-Profit,Selective,1.0,2.0,1.0,,,,36.0,RIS
823,-0.22,-0.11,-0.61,0.0,-0.02,ARIN,1.0,11.0,CA,2.0,,,,,,0.0,,,,22.0,RIS
855,-0.22,0.08,0.02,0.12,-0.08,ARIN,40.0,1403.0,CA,41.0,North America,Cable/DSL/ISP,Restrictive,2.0,4.0,1.0,5.0,,,1042.0,RIS
1007,0.0,-0.26,-0.51,0.0,-0.02,,2.0,1.0,,2.0,,,,,,0.0,,,,1.0,RIS
1101,0.11,-0.01,-0.13,-0.29,-0.38,RIPE,3.0,16.0,NL,73.0,Not Disclosed,Educational/Research,Open,1.0,1.0,1.0,3.0,4.0,,14.0,RIS
1102,0.11,-0.22,-0.61,0.0,-0.02,RIPE,1.0,3.0,NL,2.0,,,,,,0.0,,,,4.0,RIS
1115,0.11,-0.22,-0.49,0.0,-0.02,RIPE,2.0,3.0,AT,3.0,,,,,,0.0,,,,3.0,RIS
1120,0.11,-0.14,-0.04,-0.29,-0.03,RIPE,3.0,6.0,EU,29.0,Regional,Non-Profit,Open,1.0,1.0,1.0,1.0,1.0,,2.0,RIS
1136,0.11,0.08,0.03,0.02,0.02,RIPE,42.0,736.0,NL,80.0,Regional,NSP,Selective,3.0,0.0,1.0,59.0,29.0,,478.0,RIS
1147,0.11,-0.17,-0.61,0.0,-0.02,RIPE,1.0,1.0,NL,2.0,,,,,,0.0,,,,1.0,RIS
1149,0.11,-0.32,-0.04,0.0,-0.02,RIPE,1.0,1.0,NL,29.0,,,,,,0.0,,,,1.0,RIS
1201,-0.2,-0.07,-0.39,0.0,-0.02,ARIN,1.0,22.0,US,3.0,,,,,,0.0,,,,44.0,RIS
1204,-0.2,-0.09,-0.22,0.0,-0.02,ARIN,1.0,16.0,US,6.0,,,,,,0.0,,,,28.0,RIS
1213,0.1,-0.01,0.01,-0.06,-0.06,RIPE,4.0,43.0,IE,17.0,Regional,Educational/Research,Open,3.0,4.0,1.0,4.0,4.0,,20.0,RIS
1215,-0.2,-0.12,-0.51,0.0,-0.02,ARIN,2.0,4.0,US,2.0,,,,,,0.0,,,,8.0,RIS
1217,-0.2,-0.17,-0.61,0.0,-0.02,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,12.0,RIS
1218,-0.2,-0.09,-0.39,0.0,-0.02,ARIN,1.0,19.0,US,4.0,,,,,,0.0,,,,19.0,RIS
1221,-0.47,0.09,0.03,-0.09,-0.73,APNIC,672.0,35260.0,AU,365.0,Not Disclosed,Not Disclosed,Selective,0.0,0.0,1.0,10.0,5.0,1.0,3390.0,RIS
1222,-0.2,-0.3,-0.51,0.0,-0.02,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,2.0,RIS
1224,-0.2,-0.16,-0.32,-0.29,-0.73,ARIN,1.0,2.0,US,5.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,2.0,RIS
1226,-0.2,0.0,-0.17,-0.09,-0.46,ARIN,5.0,80.0,US,8.0,North America,Not Disclosed,Selective,1.0,0.0,1.0,,,,50.0,RIS
