ASN,Location_bias,Network_size_bias,Topology_bias,IXP_related_bias,Network_type_bias,RIR_region,Customer_cone_num_ASNs,Customer_cone_num_prefixes,Location_country,num_neighbors_total,Scope_PeeringDB,Network_type_PeeringDB,Peering_policy_PeeringDB,IXPs_PeeringDB,num_facilities_PeeringDB,is_in_peeringDB,nb_atlas_probes_v4,nb_atlas_probes_v6,is_routeviews_peer,Improvement_proximity,kind
264745,-0.25,-0.18,-0.03,0.0,-0.01,LACNIC,1.0,1.0,AR,3.0,,,,,,0.0,,,,,Atlas
133684,-0.07,-0.05,-0.12,-0.19,-0.07,APNIC,1.0,4.0,IN,2.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,1.0,1.0,,,,,Atlas
2615,-0.13,0.0,0.01,0.1,-0.21,ARIN,1.0,30.0,US,8.0,Not Disclosed,Enterprise,Restrictive,0.0,0.0,1.0,,,,,Atlas
133686,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,IN,2.0,,,,,,0.0,,,,,Atlas
264752,-0.25,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,5.0,AR,2.0,,,,,,0.0,,,,,Atlas
264754,-0.25,-0.05,-0.12,0.1,-0.14,LACNIC,1.0,4.0,AR,2.0,South America,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
264756,-0.24,-0.05,-0.12,-0.19,-0.18,LACNIC,1.0,4.0,PY,2.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
264758,-0.25,-0.04,0.0,-0.19,-0.05,LACNIC,2.0,17.0,AR,6.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133693,-0.07,-0.05,-0.07,-0.19,-0.23,APNIC,2.0,8.0,IN,2.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
264759,-0.25,0.0,-0.03,-0.19,-0.15,LACNIC,2.0,34.0,AR,4.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
133695,-0.07,-0.05,-0.12,-0.19,-0.06,APNIC,1.0,11.0,IN,2.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
133696,-0.07,0.02,-0.01,0.0,-0.01,APNIC,3.0,75.0,IN,4.0,,,,,,0.0,,,,,Atlas
264760,-0.25,-0.05,-0.09,-0.19,-0.04,LACNIC,2.0,8.0,AR,4.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
133698,-0.07,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,IN,2.0,,,,,,0.0,,,,,Atlas
264762,-0.24,-0.15,-0.07,0.0,-0.01,LACNIC,1.0,5.0,CO,2.0,,,,,,0.0,,,,,Atlas
264763,-0.14,-0.03,-0.03,0.0,-0.01,LACNIC,3.0,46.0,CR,4.0,,,,,,0.0,,,,,Atlas
2629,-0.13,-0.63,-0.07,0.0,-0.01,ARIN,1.0,0.0,US,2.0,,,,,,0.0,,,,,Atlas
264765,-0.25,-0.05,-0.07,-0.19,-0.05,LACNIC,1.0,12.0,AR,2.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
2631,-0.13,-0.04,-0.01,0.0,-0.01,ARIN,1.0,16.0,US,5.0,,,,,,0.0,,,,,Atlas
133703,-0.07,-0.12,-0.07,0.0,-0.01,APNIC,1.0,1.0,IN,1.0,,,,,,0.0,,,,,Atlas
264770,-0.24,-0.04,-0.12,-0.19,-0.11,LACNIC,1.0,14.0,PY,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2634,-0.13,-0.01,-0.09,0.0,-0.01,ARIN,2.0,126.0,US,3.0,,,,,,0.0,,,,,Atlas
2635,-0.13,0.01,0.06,0.07,0.13,ARIN,1.0,153.0,US,178.0,Global,Content,Open,41.0,28.0,1.0,,,,,Atlas
2636,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,,Atlas
2637,-0.13,0.01,-0.03,-0.19,-0.28,ARIN,2.0,19.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
133707,-0.07,-0.05,-0.09,0.0,-0.01,APNIC,2.0,5.0,IN,3.0,,,,,,0.0,,,,,Atlas
2639,-0.13,0.0,0.05,0.1,-0.14,ARIN,1.0,31.0,US,25.0,Not Disclosed,Not Disclosed,Selective,1.0,0.0,1.0,,,,,Atlas
2640,-0.13,-0.04,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,,,Atlas
2641,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,,Atlas
2642,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,13.0,US,3.0,,,,,,0.0,,,,,Atlas
133708,-0.07,-0.09,-0.12,0.0,-0.01,APNIC,1.0,2.0,IN,2.0,,,,,,0.0,,,,,Atlas
133712,-0.07,-0.05,-0.12,0.0,-0.01,APNIC,1.0,8.0,IN,2.0,,,,,,0.0,,,,,Atlas
133713,-0.07,0.04,-0.09,-0.12,-0.04,APNIC,4.0,65.0,IN,4.0,Asia Pacific,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,,Atlas
133717,-0.07,-0.12,-0.12,0.1,-0.04,APNIC,1.0,2.0,IN,2.0,Asia Pacific,NSP,Selective,1.0,0.0,1.0,,,,,Atlas
2647,0.05,0.06,0.07,0.22,0.11,RIPE,6.0,408.0,BE,47.0,North America,NSP,Restrictive,6.0,0.0,1.0,,,,,Atlas
133718,-0.07,-0.05,-0.12,-0.19,-0.28,APNIC,1.0,5.0,IN,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
133720,-0.07,0.05,0.03,-0.03,-0.18,APNIC,22.0,144.0,IN,22.0,Not Disclosed,Cable/DSL/ISP,Open,2.0,3.0,1.0,,,,,Atlas
264785,-0.25,-0.18,-0.12,-0.19,-0.06,LACNIC,1.0,2.0,AR,2.0,Not Disclosed,Educational/Research,Open,1.0,0.0,1.0,,,,,Atlas
133723,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,IN,2.0,,,,,,0.0,,,,,Atlas
264787,-0.25,-0.05,-0.09,-0.1,-0.04,LACNIC,1.0,4.0,AR,3.0,Regional,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,,,Atlas
2653,-0.1,-0.01,-0.04,0.0,-0.01,ARIN,1.0,5.0,CA,3.0,,,,,,0.0,,,,,Atlas
133725,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,3.0,IN,2.0,,,,,,0.0,,,,,Atlas
264790,-0.25,-0.13,-0.12,0.0,-0.01,LACNIC,1.0,2.0,AR,2.0,,,,,,0.0,,,,,Atlas
264791,-0.25,-0.05,-0.03,0.0,-0.01,LACNIC,1.0,7.0,AR,3.0,,,,,,0.0,,,,,Atlas
264792,-0.25,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,AR,2.0,,,,,,0.0,,,,,Atlas
264796,-0.24,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,4.0,CO,2.0,,,,,,0.0,,,,,Atlas
264797,-0.25,0.0,-0.03,-0.19,-0.18,LACNIC,1.0,45.0,AR,3.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
264798,-0.25,-0.18,-0.03,0.0,-0.01,LACNIC,1.0,1.0,AR,4.0,,,,,,0.0,,,,,Atlas
264800,-0.25,-0.02,-0.09,-0.19,-0.18,LACNIC,3.0,12.0,AR,5.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133734,-0.1,-0.05,-0.09,0.0,-0.01,APNIC,2.0,9.0,US,3.0,,,,,,0.0,,,,,Atlas
133735,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,6.0,US,3.0,,,,,,0.0,,,,,Atlas
264801,-0.23,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,3.0,EC,2.0,,,,,,0.0,,,,,Atlas
2665,-0.1,0.06,-0.01,0.0,-0.01,ARIN,5.0,293.0,CA,5.0,,,,,,0.0,,,,,Atlas
133737,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,3.0,AU,2.0,,,,,,0.0,,,,,Atlas
133739,-0.03,0.0,-0.03,0.0,-0.01,APNIC,1.0,19.0,AU,3.0,,,,,,0.0,,,,,Atlas
264803,-0.24,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,2.0,CO,2.0,,,,,,0.0,,,,,Atlas
264806,-0.24,-0.0,0.02,0.3,-0.23,LACNIC,4.0,22.0,CL,6.0,South America,Not Disclosed,Selective,3.0,3.0,1.0,,,,,Atlas
264807,-0.24,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,PY,2.0,,,,,,0.0,,,,,Atlas
264809,-0.25,-0.05,-0.12,-0.19,-0.28,LACNIC,1.0,7.0,AR,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
133744,-0.06,-0.05,-0.03,0.0,-0.01,APNIC,1.0,9.0,HK,5.0,,,,,,0.0,,,,,Atlas
264810,-0.25,-0.05,-0.12,-0.19,-0.1,LACNIC,1.0,5.0,AR,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2675,-0.1,0.06,-0.09,0.29,0.05,ARIN,6.0,305.0,CA,3.0,North America,Non-Profit,Restrictive,3.0,3.0,1.0,,,,,Atlas
133747,-0.01,0.0,-0.12,0.0,-0.01,APNIC,1.0,38.0,WS,2.0,,,,,,0.0,,,,,Atlas
133748,-0.04,0.06,-0.01,0.21,-0.07,APNIC,8.0,1278.0,SG,6.0,Asia Pacific,Cable/DSL/ISP,Selective,0.0,4.0,1.0,,,,,Atlas
133750,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,US,2.0,,,,,,0.0,,,,,Atlas
264814,-0.24,-0.05,-0.03,-0.19,-0.27,LACNIC,1.0,7.0,CL,3.0,South America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
2681,-0.1,0.06,-0.07,0.0,-0.01,ARIN,7.0,305.0,CA,2.0,,,,,,0.0,,,,,Atlas
2682,-0.1,0.05,0.02,0.19,-0.01,ARIN,6.0,55.0,CA,7.0,North America,Educational/Research,Restrictive,0.0,2.0,1.0,,,,,Atlas
2683,0.05,0.03,0.04,0.0,-0.01,RIPE,4.0,11.0,EU,11.0,,,,,,0.0,,,,,Atlas
264819,-0.14,-0.05,-0.12,-0.19,-0.04,LACNIC,1.0,5.0,HN,2.0,,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2685,-0.13,0.06,0.05,0.3,0.03,ARIN,13.0,664.0,US,26.0,Regional,NSP,Selective,3.0,3.0,1.0,,,,,Atlas
2687,-0.13,0.07,0.1,0.23,0.02,ARIN,81.0,1872.0,US,145.0,Asia Pacific,NSP,Selective,11.0,0.0,1.0,,,,,Atlas
2688,-0.13,0.06,0.07,0.21,0.05,ARIN,8.0,2207.0,US,40.0,Regional,NSP,Selective,5.0,0.0,1.0,,,,,Atlas
133758,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,AU,2.0,,,,,,0.0,,,,,Atlas
133761,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,TH,2.0,,,,,,0.0,,,,,Atlas
264827,-0.24,0.02,-0.04,-0.19,-0.14,LACNIC,3.0,9.0,CL,3.0,South America,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
264829,-0.24,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,3.0,CO,2.0,,,,,,0.0,,,,,Atlas
264830,-0.25,0.01,-0.09,-0.19,-0.02,LACNIC,2.0,74.0,AR,3.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133766,-0.25,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,BD,2.0,,,,,,0.0,,,,,Atlas
133767,-0.03,0.01,-0.03,0.0,-0.01,APNIC,2.0,65.0,AU,4.0,,,,,,0.0,,,,,Atlas
264832,-0.25,-0.05,-0.03,-0.19,-0.27,LACNIC,2.0,8.0,AR,5.0,South America,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2697,-0.07,0.01,-0.03,0.0,-0.01,APNIC,1.0,147.0,IN,3.0,,,,,,0.0,,,,,Atlas
133771,-0.06,0.01,0.05,-0.19,-0.28,APNIC,2.0,64.0,HK,25.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
133772,-0.06,0.0,-0.12,0.0,-0.01,APNIC,1.0,44.0,HK,2.0,,,,,,0.0,,,,,Atlas
264836,-0.23,-0.05,0.04,-0.19,-0.01,LACNIC,1.0,7.0,EC,10.0,Regional,Non-Profit,Open,1.0,1.0,1.0,,,,,Atlas
133774,-0.05,0.02,-0.07,0.0,-0.01,APNIC,2.0,250.0,CN,2.0,,,,,,0.0,,,,,Atlas
264842,-0.24,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,3.0,CO,2.0,,,,,,0.0,,,,,Atlas
264847,-0.14,-0.05,-0.12,-0.19,-0.07,LACNIC,1.0,4.0,HN,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2705,-0.13,-0.04,-0.03,0.0,-0.01,ARIN,1.0,1.0,US,3.0,,,,,,0.0,,,,,Atlas
133778,-0.05,-0.05,0.02,-0.19,-0.28,APNIC,1.0,8.0,PH,11.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
2707,-0.13,0.03,-0.03,0.0,-0.01,ARIN,3.0,9.0,US,5.0,,,,,,0.0,,,,,Atlas
2708,-0.16,0.01,-0.03,-0.19,-0.12,LACNIC,1.0,54.0,MX,3.0,Not Disclosed,Educational/Research,Open,0.0,0.0,1.0,,,,,Atlas
264848,-0.25,-0.09,-0.03,-0.19,-0.31,LACNIC,1.0,3.0,AR,3.0,Not Disclosed,Government,Open,1.0,1.0,1.0,,,,,Atlas
133782,0.0,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,GB,2.0,,,,,,0.0,,,,,Atlas
2711,-0.13,0.07,0.07,-0.12,0.05,ARIN,90.0,3926.0,US,86.0,Regional,NSP,Open,2.0,1.0,1.0,,,,,Atlas
264849,-0.25,-0.05,-0.07,-0.19,-0.18,LACNIC,1.0,7.0,AR,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
264851,-0.23,-0.05,-0.03,0.0,-0.01,LACNIC,1.0,4.0,EC,3.0,,,,,,0.0,,,,,Atlas
264852,-0.25,-0.05,-0.12,-0.19,-0.18,LACNIC,1.0,4.0,AR,2.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
2715,-0.46,0.06,0.04,-0.12,-0.28,LACNIC,4.0,83.0,BR,10.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,,Atlas
133787,-0.03,-0.05,-0.12,0.0,-0.01,APNIC,1.0,6.0,AU,2.0,,,,,,0.0,,,,,Atlas
264853,-0.24,0.04,-0.07,-0.19,-0.28,LACNIC,10.0,33.0,PY,2.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,,,Atlas
133791,-0.07,-0.13,-0.12,0.0,-0.01,APNIC,1.0,2.0,TH,2.0,,,,,,0.0,,,,,Atlas
133792,-0.03,-0.18,-0.04,0.0,-0.01,APNIC,1.0,1.0,AU,11.0,,,,,,0.0,,,,,Atlas
2721,-0.13,0.03,0.0,-0.19,0.07,ARIN,3.0,9.0,US,8.0,Regional,Educational/Research,Open,0.0,0.0,1.0,,,,,Atlas
2723,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,,,Atlas
133793,-0.03,-0.09,-0.12,0.0,-0.01,APNIC,1.0,1.0,AU,2.0,,,,,,0.0,,,,,Atlas
133794,-0.03,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,AU,3.0,,,,,,0.0,,,,,Atlas
2726,-0.13,0.01,-0.09,-0.19,-0.28,ARIN,2.0,143.0,US,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
2727,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,13.0,US,2.0,,,,,,0.0,,,,,Atlas
2728,-0.13,-0.09,0.02,-0.12,-0.28,ARIN,1.0,3.0,US,7.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,,Atlas
133796,-0.07,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,ID,3.0,,,,,,0.0,,,,,Atlas
133798,-0.07,-0.02,-0.07,-0.19,0.06,APNIC,2.0,15.0,ID,2.0,Asia Pacific,NSP,Open,0.0,0.0,1.0,,,,,Atlas
2731,-0.13,0.04,-0.04,-0.08,0.04,ARIN,6.0,37.0,US,8.0,North America,Cable/DSL/ISP,Open,1.0,11.0,1.0,,,,,Atlas
264871,-0.46,-0.05,-0.12,-0.19,-0.04,LACNIC,1.0,7.0,BR,2.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
2734,-0.13,0.06,0.07,0.05,0.01,ARIN,10.0,167.0,US,43.0,North America,NSP,Open,9.0,22.0,1.0,,,,,Atlas
2735,-0.1,-0.09,-0.12,0.0,-0.01,ARIN,1.0,1.0,CA,2.0,,,,,,0.0,,,,,Atlas
133807,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,,,Atlas
133809,-0.07,-0.05,-0.03,-0.19,-0.17,APNIC,1.0,6.0,ID,4.0,Asia Pacific,Not Disclosed,Open,1.0,0.0,1.0,,,,,Atlas
264876,-0.46,-0.05,0.0,-0.19,-0.28,LACNIC,1.0,5.0,BR,10.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
133811,-0.07,-0.05,-0.03,-0.1,-0.28,APNIC,1.0,4.0,ID,4.0,Not Disclosed,Not Disclosed,Open,1.0,2.0,1.0,,,,,Atlas
264878,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,2.0,BR,2.0,,,,,,0.0,,,,,Atlas
264879,-0.46,0.02,-0.05,-0.19,-0.28,LACNIC,4.0,20.0,BR,5.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
264880,-0.46,0.04,-0.01,-0.19,-0.05,LACNIC,4.0,24.0,BR,4.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133815,-0.07,0.0,0.04,0.02,-0.21,APNIC,2.0,33.0,ID,94.0,Asia Pacific,Cable/DSL/ISP,Open,5.0,7.0,1.0,,,,,Atlas
133816,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,ID,2.0,,,,,,0.0,,,,,Atlas
133817,-0.07,0.02,-0.03,0.02,-0.1,APNIC,11.0,23.0,ID,12.0,Not Disclosed,Cable/DSL/ISP,Open,5.0,5.0,1.0,,,,,Atlas
264881,-0.46,-0.05,-0.01,0.1,-0.01,LACNIC,1.0,6.0,BR,4.0,Regional,NSP,Selective,1.0,0.0,1.0,,,,,Atlas
133819,-0.07,-0.05,-0.12,-0.09,-0.07,APNIC,1.0,4.0,ID,2.0,Asia Pacific,Cable/DSL/ISP,Open,4.0,0.0,1.0,,,,,Atlas
264883,-0.46,-0.02,-0.01,-0.19,-0.28,LACNIC,4.0,11.0,BR,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
264886,-0.46,-0.04,-0.09,-0.19,-0.05,LACNIC,2.0,14.0,BR,3.0,Regional,Network Services,Open,0.0,0.0,1.0,,,,,Atlas
133822,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,,,Atlas
133823,-0.07,0.0,-0.03,0.0,-0.01,APNIC,1.0,30.0,ID,3.0,,,,,,0.0,,,,,Atlas
264887,-0.46,-0.05,-0.09,0.1,-0.21,LACNIC,2.0,8.0,BR,3.0,South America,Cable/DSL/ISP,Selective,0.0,0.0,1.0,,,,,Atlas
264890,-0.46,-0.05,-0.04,0.0,-0.01,LACNIC,2.0,9.0,BR,8.0,,,,,,0.0,,,,,Atlas
264891,-0.46,-0.09,-0.12,-0.19,-0.06,LACNIC,1.0,3.0,BR,2.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133827,-0.07,-0.05,-0.03,0.1,-0.02,APNIC,1.0,5.0,ID,4.0,Asia Pacific,Educational/Research,Selective,1.0,0.0,1.0,,,,,Atlas
264893,-0.46,-0.09,-0.12,-0.19,-0.3,LACNIC,1.0,2.0,BR,2.0,South America,Enterprise,Open,0.0,0.0,1.0,,,,,Atlas
133829,-0.07,-0.02,-0.04,-0.19,-0.07,APNIC,3.0,6.0,ID,3.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
264894,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1.0,3.0,BR,2.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,,Atlas
264895,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,,,Atlas
264897,-0.46,-0.05,-0.12,-0.19,-0.06,LACNIC,1.0,4.0,BR,2.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133833,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,,,Atlas
133834,-0.07,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,ID,2.0,,,,,,0.0,,,,,Atlas
264898,-0.46,-0.05,-0.03,0.0,-0.01,LACNIC,1.0,5.0,BR,3.0,,,,,,0.0,,,,,Atlas
2764,-0.03,0.07,0.07,0.1,0.05,APNIC,338.0,29600.0,AU,96.0,Regional,NSP,Selective,0.0,0.0,1.0,,,,,Atlas
264900,-0.46,-0.05,-0.04,0.19,-0.02,LACNIC,1.0,9.0,BR,3.0,Regional,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,,,Atlas
264901,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,4.0,BR,2.0,,,,,,0.0,,,,,Atlas
2767,-0.1,-0.02,-0.07,0.0,-0.01,ARIN,2.0,45.0,CA,2.0,,,,,,0.0,,,,,Atlas
2768,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,,,Atlas
133839,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,,,Atlas
133840,-0.07,0.04,0.02,0.05,0.07,APNIC,78.0,549.0,ID,93.0,Asia Pacific,NSP,Open,9.0,9.0,1.0,,,,,Atlas
133842,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,,,Atlas
133843,-0.07,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,ID,2.0,,,,,,0.0,,,,,Atlas
264909,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,6.0,BR,2.0,,,,,,0.0,,,,,Atlas
133846,-0.1,-0.18,-0.12,-0.19,1.0,APNIC,1.0,1.0,US,2.0,Not Disclosed,Educational/Research,Open,0.0,0.0,1.0,,,,,Atlas
133847,-0.05,0.05,0.05,0.0,-0.01,APNIC,3.0,204.0,MY,38.0,Global,Enterprise,Open,3.0,3.0,1.0,,,,,Atlas
264911,-0.46,-0.05,-0.12,-0.19,-0.07,LACNIC,1.0,5.0,BR,2.0,,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
264913,-0.46,-0.09,-0.06,-0.19,0.05,LACNIC,1.0,3.0,BR,5.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
264914,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,2.0,BR,2.0,,,,,,0.0,,,,,Atlas
133851,-0.03,-0.05,-0.09,0.0,-0.01,APNIC,1.0,4.0,AU,3.0,,,,,,0.0,,,,,Atlas
133852,-0.06,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,HK,3.0,,,,,,0.0,,,,,Atlas
264916,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,4.0,BR,2.0,,,,,,0.0,,,,,Atlas
133854,-0.25,0.04,-0.01,0.18,-0.01,APNIC,3.0,41.0,BD,6.0,Asia Pacific,Cable/DSL/ISP,Selective,2.0,0.0,1.0,,,,,Atlas
264919,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,5.0,BR,2.0,,,,,,0.0,,,,,Atlas
264920,-0.46,-0.05,-0.09,0.1,-0.2,LACNIC,2.0,6.0,BR,3.0,South America,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
264921,-0.46,-0.05,-0.01,-0.19,-0.18,LACNIC,1.0,5.0,BR,5.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133858,-0.05,-0.05,-0.03,0.0,-0.01,APNIC,1.0,6.0,PH,4.0,,,,,,0.0,,,,,Atlas
133859,-0.03,-0.14,-0.04,-0.03,-0.28,APNIC,1.0,3.0,AU,15.0,Not Disclosed,Not Disclosed,Open,2.0,2.0,1.0,,,,,Atlas
264927,-0.46,-0.05,-0.01,-0.19,-0.07,LACNIC,2.0,6.0,BR,5.0,Regional,Not Disclosed,Open,1.0,0.0,1.0,,,,,Atlas
133861,-0.06,0.05,-0.07,0.0,-0.01,APNIC,3.0,224.0,HK,2.0,,,,,,0.0,,,,,Atlas
264929,-0.46,-0.05,0.02,-0.19,-0.13,LACNIC,2.0,12.0,BR,12.0,South America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
133863,-0.03,-0.18,0.0,0.0,-0.01,APNIC,1.0,1.0,AU,12.0,,,,,,0.0,,,,,Atlas
264930,-0.46,-0.05,-0.07,-0.19,-0.04,LACNIC,2.0,10.0,BR,2.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
133865,-0.05,0.0,0.05,0.0,0.14,APNIC,1.0,28.0,CN,29.0,,Content,Open,5.0,3.0,1.0,,,,,Atlas
264935,-0.46,-0.04,-0.04,0.0,-0.01,LACNIC,2.0,15.0,BR,7.0,,,,,,0.0,,,,,Atlas
264936,-0.46,0.02,0.04,-0.19,-0.18,LACNIC,5.0,35.0,BR,11.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
133868,0.01,-0.18,-0.03,0.0,-0.01,APNIC,1.0,3.0,NL,3.0,,,,,,0.0,,,,,Atlas
264939,-0.46,-0.05,0.0,-0.19,0.06,LACNIC,2.0,12.0,BR,10.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
264942,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,3.0,BR,2.0,,,,,,0.0,,,,,Atlas
264943,-0.46,-0.01,-0.04,0.0,-0.01,LACNIC,2.0,5.0,BR,8.0,,,,,,0.0,,,,,Atlas
133872,-0.03,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,AU,3.0,,,,,,0.0,,,,,Atlas
133873,-0.03,-0.05,-0.04,0.1,0.05,APNIC,1.0,4.0,AU,11.0,Global,Content,Selective,1.0,0.0,1.0,,,,,Atlas
